"766.52          ","766.52          "
764.859985351563,170.0638
764.862434631348,170.1399
764.864883911133,170.2159
764.867333190918,170.2918
764.869782470703,170.3694
764.872231750488,170.4449
764.874681030273,170.5204
764.877130310059,170.5957
764.879579589844,170.6709
764.882028869629,170.7459
764.884478149414,170.8209
764.886927429199,170.8957
764.889376708984,170.9722
764.891825988769,171.0467
764.894275268555,171.1211
764.89672454834,171.1954
764.899173828125,171.2695
764.90162310791,171.3435
764.904072387695,171.4174
764.90652166748,171.4912
764.908970947266,171.5666
764.911420227051,171.6401
764.913869506836,171.7135
764.916318786621,171.7868
764.918768066406,171.8599
764.921217346191,171.9329
764.923666625977,172.0058
764.926115905762,172.0785
764.928565185547,172.153
764.931014465332,172.2254
764.933463745117,172.2978
764.935913024902,172.3701
764.938362304688,172.4422
764.940811584473,172.5143
764.943260864258,172.5861
764.945710144043,172.6597
764.948159423828,172.7314
764.950608703613,172.8029
764.953057983398,172.8743
764.955507263184,172.9456
764.957956542969,173.0168
764.960405822754,173.0878
764.962855102539,173.1588
764.965304382324,173.2314
764.967753662109,173.3021
764.970202941895,173.3727
764.97265222168,173.4432
764.975101501465,173.5135
764.97755078125,173.5838
764.980000061035,173.6539
764.98244934082,173.724
764.984898620605,173.7956
764.987347900391,173.8654
764.989797180176,173.9351
764.992246459961,174.0047
764.994695739746,174.0742
764.997145019531,174.1435
764.999594299316,174.2128
765.002043579102,174.2819
765.004492858887,174.3527
765.006942138672,174.4216
765.009391418457,174.4905
765.011840698242,174.5592
765.014289978027,174.6278
765.016739257812,174.6963
765.019188537598,174.7647
765.021637817383,174.8347
765.024087097168,174.9029
765.026536376953,174.971
765.028985656738,175.039
765.031434936523,175.1069
765.033884216309,175.1747
765.036333496094,175.2424
765.038782775879,175.31
765.041232055664,175.3792
765.043681335449,175.4466
765.046130615234,175.5139
765.04857989502,175.5811
765.051029174805,175.6482
765.05347845459,175.7152
765.055927734375,175.7822
765.05837701416,175.849
765.060826293945,175.9174
765.06327557373,175.984
765.065724853516,176.0506
765.068174133301,176.117
765.070623413086,176.1834
765.073072692871,176.2497
765.075521972656,176.3159
765.077971252441,176.382
765.080420532227,176.4497
765.082869812012,176.5156
765.085319091797,176.5814
765.087768371582,176.6472
765.090217651367,176.7129
765.092666931152,176.7785
765.095116210937,176.844
765.097565490723,176.911
765.100014770508,176.9764
765.102464050293,177.0417
765.104913330078,177.1068
765.107362609863,177.172
765.109811889648,177.237
765.112261169434,177.3019
765.114710449219,177.3668
765.117159729004,177.4332
765.119609008789,177.498
765.122058288574,177.5626
765.124507568359,177.6272
765.126956848145,177.6917
765.12940612793,177.7562
765.131855407715,177.8205
765.1343046875,177.8848
765.136753967285,177.9507
765.13920324707,178.0148
765.141652526856,178.0789
765.144101806641,178.143
765.146551086426,178.2069
765.149000366211,178.2708
765.151449645996,178.3347
765.153898925781,178.3984
765.156348205566,178.4637
765.158797485352,178.5274
765.161246765137,178.591
765.163696044922,178.6545
765.166145324707,178.718
765.168594604492,178.7814
765.171043884277,178.8448
765.173493164063,178.9097
765.175942443848,178.9729
765.178391723633,179.0361
765.180841003418,179.0993
765.183290283203,179.1624
765.185739562988,179.2254
765.188188842773,179.2885
765.190638122559,179.3514
765.193087402344,179.4159
765.195536682129,179.4788
765.197985961914,179.5416
765.200435241699,179.6044
765.202884521484,179.6671
765.205333801269,179.7298
765.207783081055,179.7924
765.21023236084,179.855
765.212681640625,179.9192
765.21513092041,179.9817
765.217580200195,180.0442
765.22002947998,180.1067
765.222478759766,180.1691
765.224928039551,180.2315
765.227377319336,180.2939
765.229826599121,180.3562
765.232275878906,180.42
765.234725158691,180.4823
765.237174438477,180.5446
765.239623718262,180.6068
765.242072998047,180.669
765.244522277832,180.7312
765.246971557617,180.7933
765.249420837402,180.857
765.251870117188,180.9191
765.254319396973,180.9812
765.256768676758,181.0433
765.259217956543,181.1054
765.261667236328,181.1674
765.264116516113,181.2294
765.266565795898,181.2915
765.269015075684,181.355
765.271464355469,181.417
765.273913635254,181.479
765.276362915039,181.541
765.278812194824,181.603
765.281261474609,181.6649
765.283710754395,181.7269
765.28616003418,181.7889
765.288609313965,181.8524
765.29105859375,181.9143
765.293507873535,181.9763
765.29595715332,182.0383
765.298406433105,182.1003
765.300855712891,182.1622
765.303304992676,182.2242
765.305754272461,182.2862
765.308203552246,182.3498
765.310652832031,182.4118
765.313102111816,182.4738
765.315551391602,182.5359
765.318000671387,182.5979
765.320449951172,182.66
765.322899230957,182.7221
765.325348510742,182.7858
765.327797790527,182.8479
765.330247070312,182.9101
765.332696350098,182.9723
765.335145629883,183.0345
765.337594909668,183.0968
765.340044189453,183.159
765.342493469238,183.2213
765.344942749023,183.2852
765.347392028809,183.3476
765.349841308594,183.41
765.352290588379,183.4725
765.354739868164,183.535
765.357189147949,183.5975
765.359638427734,183.6601
765.36208770752,183.7227
765.364536987305,183.7869
765.36698626709,183.8496
765.369435546875,183.9124
765.37188482666,183.9752
765.374334106445,184.038
765.376783386231,184.1009
765.379232666016,184.1639
765.381681945801,184.2269
765.384131225586,184.2916
765.386580505371,184.3547
765.389029785156,184.4179
765.391479064941,184.4812
765.393928344727,184.5445
765.396377624512,184.6079
765.398826904297,184.6714
765.401276184082,184.7365
765.403725463867,184.8002
765.406174743652,184.8638
765.408624023437,184.9276
765.411073303223,184.9915
765.413522583008,185.0554
765.415971862793,185.1194
765.418421142578,185.1835
765.420870422363,185.2493
765.423319702148,185.3136
765.425768981934,185.3779
765.428218261719,185.4424
765.430667541504,185.5069
